Sensor ID,Timestamp,temp_C,Pressure (kPa),vibration_mm_s,STATUS
SEN-012,2025-01-09 22:59:09,70.33,101.88,0.3726,ok
SEN-016,2025-01-10T10:15:36,72.4,102.51,0.4587,ok
SEN-023,2025-01-01T18:59:06,54.36,94.51,0.4225,ok
SEN-019,2025-01-13 16:29:50,75.59,104.26,0.4098,ok
SEN-006,2025-01-14T01:30:47,67.97,103.35,0.5016,ok
SEN-007,2025-01-10 10:29:13,67.95,103.44,0.624,ok
SEN-018,2025-01-05 17:29:36,67.37,95.54,0.5152,ok
SEN-016,2025-01-08 21:44:43,68.55,101.98,0.4657,ok
SEN-016,2025-01-01 18:30:08,68.35,100.41,0.608,ok
SEN-007,2025-01-05 09:28:50,68.94,104.7,0.5497,ok
SEN-010,2025-01-02 03:28:32,54.71,95.84,0.4783,ok
SEN-014,2025-01-11 09:30:37,69.76,99.17,0.5074,ok
SEN-021,2025-01-10 01:45:55,55.05,102.3,0.535,OK
SEN-006,2025-01-04 03:14:49,69.19,103.67,0.4491,ok
SEN-018,2025-01-11 07:28:58,67.53,95.14,0.5113,ok
SEN-024,2025-01-01 03:15:00,71.3,96.08,0.4607,ok
SEN-019,01/11/2025 19:16:30,71.72,104.16,0.4095,ok
SEN-024,2025-01-03T16:14:20,75.12,96.16,0.4566,ok
SEN-005,06-01-2025 08:15:54,69.92,101.23,0.5454,ok
SEN-002,2025-01-03 05:58:51,61.73,99.06,0.4292,ok
SEN-017,2025-01-03 06:31:12,67.51,101.08,0.4936,ok 
SEN-023,2025-01-07 09:29:55,57.39,95.8,0.4456,ok
SEN-019,2025-01-13 15:45:00,76.28,104.28,0.3769,ok
SEN-006,2025-01-14 03:45:26,69.93,105.71,0.5776,ok
SEN-020,2025-01-05 05:28:30,66.49,106.41,0.3992,ok
SEN-001,2025-01-06T04:59:12,63.32,103.06,0.4967,ok
SEN-016,2025-01-07T22:16:21,66.81,103.29,0.5449,ok
SEN-017,01/05/2025 11:29:33,70.05,101.15,0.5714,ok
SEN-003,11-01-2025 12:45:43,71.79,97.74,0.5756,ok
SEN-006,2025-01-06 14:00:14,73.36,103.99,0.6064,ok
SEN-004,2025-01-13 06:30:34,67.3,95.5,0.5067, ok
SEN-012,2025-01-02 14:15:50,73.0,103.08,0.4679,ok
SEN-015,2025-01-09 04:14:41,57.36,102.98,0.5324,ok
SEN-001,2025-01-01T14:30:44,64.36,101.08,0.5561,ok
SEN-006,2025-01-12 06:30:58,69.38,102.66,0.5122,ok
SEN-003,2025-01-08 02:43:58+00:00,64.62,97.8,0.6104,ok
SEN-009,14-01-2025 18:29:04,64.65,95.96,0.4942,ok
SEN-018,01/12/2025 16:00:36,66.8,95.53,0.5751,ok
SEN-025,2025-01-07 14:30:19,58.81,102.94,0.4295,ok
SEN-015,2025-01-08T00:58:40,54.15,103.14,0.5685,ok
SEN-008,2025-01-09 14:46:19,72.47,98.24,0.3999,ok
SEN-013,2025-01-14T18:14:04,70.08,103.03,0.5146,ok
SEN-012,2025-01-14 16:29:06,70.91,101.42,0.4447,ok
SEN-017,01/04/2025 21:29:42,64.31,100.1,0.5773,ok
SEN-022,2025-01-11 04:15:40,70.49,94.45,0.493,ok
SEN-001,2025-01-01 00:15:59+00:00,59.82,101.56,0.5182,ok
SEN-021,2025-01-12 10:15:31,55.43,102.48,0.5191,ok
SEN-014,2025-01-10 19:29:35,67.92,98.86,0.6483,ok
SEN-018,01/03/2025 13:30:57,67.65,95.02,0.5765,ok
SEN-024,2025-01-14 08:29:28,75.71,95.69,0.4639,ok
SEN-006,2025-01-04 21:59:55,69.27,102.88,0.5435,ok
SEN-021,2025-01-05 09:31:04,56.84,101.64,0.5641,ok
SEN-015,2025-01-09 04:44:48,57.97,103.13,0.5662,ok
SEN-005,01/13/2025 07:00:44,70.65,103.84,0.6433,ok
SEN-004,01/08/2025 15:15:45,68.34,96.67,0.5313,OK
SEN-022,2025-01-14T05:00:46,70.13,null,0.4786,ok
SEN-009,04-01-2025 01:59:31,62.64,97.43,0.4144,ok
SEN-010,2025-01-04 02:58:48,50.8,96.96,0.4376,ok
SEN-001,2025-01-12T14:59:55,63.92,100.76,0.5752,ok
SEN-007,2025-01-09 16:45:50+00:00,68.1,104.23,0.5942,ok
SEN-007,2025-01-09 23:44:01,65.65,102.37,0.5777,ok
SEN-022,2025-01-06 02:14:07,70.61,95.97,0.4063,ok
SEN-002,2025-01-05 20:00:36,62.88,98.93,0.5548,ok
SEN-009,2025-01-05T20:43:55,65.45,95.06,0.4389,ok
SEN-009,2025-01-09 11:59:08,67.37,96.12,0.5704,ok
SEN-012,2025-01-03 21:59:33,69.28,102.06,0.5588,ok
SEN-018,2025-01-04 15:44:05,69.02,95.47,0.6287,ok
SEN-020,2025-01-13 16:29:33,67.18,104.24,0.445,ok
SEN-009,2025-01-01 15:46:30,66.15,96.56,0.4754,ok
SEN-008,2025-01-12 03:29:55,69.2,97.22,0.3944,ok
SEN-020,2025-01-05 18:13:30,64.74,104.3,0.339,ok
SEN-005,11-01-2025 08:16:04,73.06,103.25,0.5483,ok
SEN-023,2025-01-10 04:14:12+00:00,54.26,95.29,0.4227,ok
SEN-008,2025-01-08 06:59:50,70.71,97.89,0.4608,ok
SEN-005,2025-01-06T04:15:35,67.5,104.2,0.6281,ok
SEN-025,2025-01-04 18:45:51,54.59,103.87,0.5511,ok
SEN-002,2025-01-14 11:46:20+00:00,67.13,96.72,0.4189,ok
SEN-001,2025-01-10 08:30:07,64.28,101.83,0.599,ok
SEN-025,2025-01-12 11:59:54,57.34,102.33,0.326,ok
SEN-015,01/12/2025 00:14:43,55.81,102.37,0.5382,ok
SEN-022,2025-01-12 20:58:51+00:00,70.55,94.39,0.4631,ok
SEN-019,2025-01-14 22:14:28,70.85,104.96,0.4967,ok
SEN-024,2025-01-12 14:00:03,73.89,97.76,0.474,ok
SEN-020,2025-01-04T12:44:58,68.6,104.0,0.3698,ok
SEN-017,2025-01-12 13:30:34,68.99,100.34,0.4328,ok
SEN-019,10-01-2025 10:15:33,75.76,101.97,0.4267,ok
SEN-014,01/03/2025 12:00:18,67.56,98.12,0.681,ok
SEN-020,09-01-2025 03:44:37,66.02,104.76,0.381,ok
SEN-007,2025-01-06 01:30:00,65.77,102.26,0.469,ok
SEN-005,2025-01-10 06:29:31,70.87,103.23,0.6452,ok
SEN-010,2025-01-11 09:16:21,56.41,95.1,0.5198,ok
SEN-015,2025-01-04 19:28:34,54.81,103.42,0.666,ok
SEN-011,2025-01-14 20:30:30,66.47,98.38,0.5839,ok
SEN-010,2025-01-10 04:00:41,52.32,96.1,0.4823,ok
SEN-009,2025-01-05 15:14:39,65.7,96.29,0.6121,ok 
SEN-014,2025-01-06 19:28:46,66.66,99.09,0.6316,ok
SEN-024,01/01/2025 02:43:30,70.97,97.83,0.4511,ok
SEN-006,2025-01-05 02:43:59+00:00,70.42,103.95,0.5312,ok
SEN-011,2025-01-13 19:00:52,69.69,99.63,0.5621,ok
SEN-001,2025-01-07T23:30:13,60.09,101.76,0.6145,ok
SEN-018,11-01-2025 14:14:55,,96.16,0.5683,ok
SEN-018,01/02/2025 17:14:33,66.62,94.04,0.6255,ok
SEN-024,2025-01-12 03:59:17,72.63,98.13,0.4112,ok
SEN-025,2025-01-06 05:43:55,56.01,102.92,0.4494,ok
SEN-025,2025-01-02 05:15:10,56.71,103.04,0.5438,ok
SEN-020,2025-01-11 02:14:53,62.68,104.11,0.4142,ok
SEN-001,2025-01-10 23:43:34+00:00,59.54,102.69,0.6099,ok
SEN-003,2025-01-02 06:28:34+00:00,69.32,97.66,0.6298,ok
SEN-003,2025-01-08T07:14:19,68.93,98.15,0.5262,ok
SEN-024,2025-01-06 15:00:26,75.07,96.75,0.4385,ok
SEN-023,2025-01-07 09:58:42,58.29,95.15,0.4768,ok
SEN-012,2025-01-09 08:00:49+00:00,72.05,103.88,0.4221,ok
SEN-006,2025-01-02T05:44:58,70.16,103.37,0.4524,ok
SEN-019,2025-01-03T21:45:22,71.21,104.36,0.4491,ok
SEN-011,14-01-2025 15:01:20,70.71,100.58,0.5906, ok
SEN-019,2025-01-02T09:59:47,74.66,104.0,0.3848,ok
SEN-016,2025-01-11 16:14:27,69.21,102.88,0.4785,ok
SEN-024,03-01-2025 04:16:25,70.84,97.16,0.4274,ok
SEN-015,2025-01-08 10:45:32,59.85,102.34,0.4835,ok
SEN-010,2025-01-11 07:15:45,55.83,95.14,0.412,ok
SEN-022,2025-01-02 02:59:28,71.6,97.39,0.3638,ok
SEN-013,2025-01-12T13:13:39,72.43,102.36,0.5358,ok
SEN-011,2025-01-14 17:15:17,69.9,99.36,0.5086,ok
SEN-008,2025-01-11 03:59:12+00:00,69.14,97.62,0.34,ok
SEN-022,2025-01-14 02:28:53,68.35,95.8,0.3989,ok
SEN-009,2025-01-07 20:29:50,63.89,96.64,0.4333,ok
SEN-008,14-01-2025 22:15:13,68.32,97.86,0.3709,ok
SEN-007,01/01/2025 14:29:29,68.11,103.06,0.4929,ok
SEN-016,01/01/2025 04:59:16,70.0,100.32,0.6295,ok
SEN-008,2025-01-04T05:14:07,70.28,98.89,0.3144,ok
SEN-015,2025-01-04 10:13:56,60.76,103.17,0.5445, ok
SEN-004,2025-01-05T14:15:36,68.57,97.67,0.5425,ok
SEN-011,2025-01-10T04:29:48,67.97,98.52,0.5196,ok
SEN-019,2025-01-09 21:30:14,72.74,104.99,0.4211,ok
SEN-002,2025-01-04 04:43:52,61.59,96.83,0.4603,ok
SEN-013,2025-01-04T11:15:21,75.71,101.69,0.5379,ok
SEN-011,2025-01-01 14:15:56,71.51,98.73,0.516,ok
SEN-020,2025-01-06 18:00:44,67.06,105.06,0.4379,ok
SEN-003,2025-01-02 22:44:59,66.0,98.75,0.6325,ok
SEN-006,01/06/2025 01:43:44,68.6,103.11,0.6267,ok
SEN-008,2025-01-07 13:15:01,71.78,96.32,0.5224,ok
SEN-012,10-01-2025 08:45:20,72.73,102.33,0.4729,ok
SEN-007,2025-01-14 19:01:08,64.74,104.45,0.5781,ok
SEN-013,12-01-2025 16:45:03,72.44,102.65,0.5599,ok
SEN-024,2025-01-12 07:13:31,72.42,98.84,0.3684,ok
SEN-005,01/10/2025 11:30:03,73.72,102.39,0.4966,ok
SEN-001,2025-01-04 05:01:14,62.51,103.51,0.5256,ok
SEN-010,14-01-2025 02:59:45,50.68,95.02,0.4677,ok
SEN-004,2025-01-05 22:14:40,64.93,97.26,0.5581,ok
SEN-003,11-01-2025 18:31:28,66.48,96.99,0.5826,ok
SEN-015,2025-01-03 04:59:36,55.77,102.65,0.481,ok
SEN-006,2025-01-11 18:14:02,69.87,103.43,0.5685,ok
SEN-021,2025-01-01 04:14:28,56.24,103.25,0.5325,ok
SEN-022,10-01-2025 12:46:21,74.79,95.44,0.4307,ok
SEN-014,2025-01-03 16:01:26,67.75,98.91,0.6596,ok
SEN-024,2025-01-02T01:44:23,72.0,96.56,0.4959,ok
SEN-003,2025-01-01 14:15:04,70.82,99.02,0.4803,ok
SEN-013,2025-01-02 21:59:36,72.28,101.55,0.5992,ok
SEN-024,2025-01-14 08:58:46,75.97,95.98,0.3617,ok
SEN-024,2025-01-03 09:30:40,73.68,97.59,0.4761,ok
SEN-023,2025-01-14T00:15:07,53.01,95.48,0.3606,ok
SEN-008,05-01-2025 12:59:16,71.13,97.28,0.3541,ok
SEN-020,2025-01-11 20:01:10,63.13,104.51,0.4387,ok
SEN-018,2025-01-08T16:31:14,67.38,94.96,0.5922,ok
SEN-003,2025-01-11 07:15:13,67.29,97.64,0.5374,Ok
SEN-013,01/07/2025 20:00:43,70.08,101.96,0.5303,ok
SEN-014,01/07/2025 20:45:25,65.85,99.1,0.5796,ok
SEN-004,01/10/2025 17:58:32,68.48,96.48,0.5217,ok
SEN-002,2025-01-14 21:59:32,59.72,97.24,0.4269,ok
SEN-006,2025-01-07 05:44:53,71.08,103.58,0.5745,ok
SEN-003,2025-01-11 12:28:43,71.01,96.79,0.6153,ok
SEN-022,2025-01-03 13:31:21,74.04,95.4,0.4234,ok
SEN-002,2025-01-10T10:43:30,65.65,96.96,0.5503,ok
SEN-017,2025-01-02 12:44:52,68.53,101.67,0.4814,ok
SEN-006,2025-01-08 09:13:49,71.28,104.09,0.6097,ok
SEN-015,2025-01-02 10:14:38,58.06,102.08,0.5732,ok
SEN-012,2025-01-06 00:14:18,71.03,101.42,0.4834,ok
SEN-014,2025-01-11 04:01:24,64.83,99.07,0.5835,ok
SEN-020,2025-01-02 20:58:34,65.52,104.45,0.3169,ok
SEN-001,2025-01-02 15:30:57,64.07,101.63,0.5572,ok
SEN-015,2025-01-03T00:45:34,55.84,101.84,0.526,ok
SEN-018,2025-01-10T03:44:51,66.49,95.28,0.5771,ok
SEN-002,2025-01-08 22:29:48,61.42,97.55,0.4276,ok
SEN-025,2025-01-04T03:28:56,53.56,102.34,0.3948,ok
SEN-022,2025-01-13 09:15:38,71.81,96.06,0.4134,ok
SEN-015,2025-01-02T08:16:14,57.82,105.14,0.5882,ok
SEN-013,2025-01-05 06:44:12,73.58,103.31,0.5445,ok
SEN-024,2025-01-12 19:28:33,72.96,96.48,0.4182,ok
SEN-011,2025-01-02 12:00:33,71.28,98.44,0.6106,ok
SEN-013,01/13/2025 16:43:39,74.17,101.39,0.5289,ok
SEN-003,2025-01-13 20:46:08+00:00,67.37,97.21,0.5275,ok
SEN-020,2025-01-10 19:59:15,64.65,104.06,0.473,ok
SEN-005,2025-01-05T19:45:33,71.6,102.65,0.5659,ok
SEN-021,2025-01-04 19:00:36,54.6,102.13,0.4653,ok
SEN-001,12-01-2025 16:31:01,64.34,101.09,0.5517,ok
SEN-025,2025-01-02 11:13:34,57.81,103.35,0.4034,ok
SEN-025,2025-01-09 15:58:57,56.94,100.86,0.4904,ok
SEN-025,2025-01-05 02:14:48,54.43,103.74,0.4407,ok
SEN-019,2025-01-09 03:15:18,73.22,104.14,0.4673,ok
SEN-012,02-01-2025 06:13:50,72.26,103.46,0.5151,ok
SEN-016,2025-01-04 23:31:01,68.03,102.84,0.5751,ok
SEN-021,2025-01-03T04:44:58,56.95,101.66,0.5888,ok
SEN-009,2025-01-09 08:14:39,65.96,97.53,0.4728,ok 
SEN-023,01/02/2025 01:59:29,55.08,95.54,0.2925,ok
SEN-010,07-01-2025 10:00:57,55.78,96.58,0.5207,ok
SEN-016,10-01-2025 17:58:46,70.74,103.79,0.5815,ok
SEN-021,01/06/2025 01:43:52,54.38,102.45,0.5506,ok
SEN-003,2025-01-12 23:16:18+00:00,67.31,98.99,0.5293,ok
SEN-004,01/04/2025 06:46:30,66.33,98.35,0.5308,ok
SEN-019,2025-01-13 12:30:01+00:00,76.36,105.81,0.4812,ok
SEN-008,2025-01-03 10:00:41,72.22,96.51,0.4759,ok
SEN-003,2025-01-01 00:00:46,65.6,98.09,0.5734,ok
SEN-006,2025-01-13 15:01:21,72.56,102.67,0.5147,ok
SEN-006,2025-01-11T06:59:37,72.65,103.32,0.5879,ok
SEN-008,2025-01-10T20:14:40,67.06,97.35,0.4144,ok
SEN-009,2025-01-09 09:14:26,66.47,95.74,0.4463,ok
SEN-009,2025-01-07 18:46:30,64.91,95.79,0.446,ok
SEN-023,2025-01-04T01:00:13,52.62,93.61,0.3856,ok
SEN-021,2025-01-11 23:01:00,55.19,101.24,0.6078,ok
SEN-006,2025-01-03 06:14:19,70.11,102.39,0.4915,ok
SEN-004,2025-01-13 11:58:33,67.72,97.67,0.4934,ok
SEN-023,10-01-2025 16:15:26,58.24,95.16,0.4447,ok
SEN-022,2025-01-13 12:44:15,73.46,95.6,0.377,ok
SEN-012,2025-01-07 07:28:43+00:00,73.03,102.42,0.397,ok
SEN-025,2025-01-10 18:59:24,56.48,101.83,0.4459,ok
SEN-015,01/14/2025 22:29:16,54.95,102.43,0.3976, ok
SEN-003,03-01-2025 00:58:59,67.56,96.25,0.5787,ok
SEN-006,2025-01-07T23:29:22,68.34,103.77,0.5093,ok
SEN-019,10-01-2025 19:44:05,71.42,105.03,0.4287,ok
SEN-011,2025-01-04 21:29:35,65.6,98.9,0.6662,ok
SEN-023,2025-01-02T21:00:35,55.66,95.89,0.4695,ok
SEN-022,2025-01-03 13:58:52,74.15,null,0.3556,ok
SEN-011,02-01-2025 13:14:55,69.81,98.33,0.5581,ok
SEN-023,2025-01-10 00:00:30+00:00,54.47,95.56,0.4519,ok
SEN-025,2025-01-08 08:14:46,59.4,104.22,0.5243,ok
SEN-007,2025-01-08 23:59:29,66.37,104.45,0.5942,ok
SEN-018,2025-01-10 00:16:06+00:00,67.27,94.17,0.5711,ok
SEN-009,2025-01-14 06:44:17+00:00,66.38,96.72,0.461,ok
SEN-016,2025-01-09 20:59:13,69.66,102.4,0.5445,ok
SEN-009,2025-01-08 08:13:51,68.62,96.58,0.5614,ok
SEN-010,2025-01-03 19:31:04,54.22,94.96,0.4297,ok
SEN-012,2025-01-04 13:45:23,73.71,102.74,0.4871,ok
SEN-006,2025-01-13T17:13:43,70.83,102.87,0.4402,ok
SEN-013,2025-01-13 05:45:29,70.41,101.88,0.6586,ok
SEN-017,01/02/2025 05:00:30,67.07,102.71,0.4783,ok
SEN-007,2025-01-06T15:14:49,68.53,103.17,0.4366,ok
SEN-013,2025-01-06T01:59:11,70.47,102.43,0.5685,ok
SEN-024,2025-01-10 12:44:25,75.94,97.66,0.3833,ok
SEN-025,2025-01-03 23:30:50,54.23,102.55,0.458,ok
SEN-016,2025-01-12 02:15:39,70.31,101.69,0.6233,ok
SEN-018,2025-01-13 12:15:51+00:00,68.12,95.99,0.6031,ok
SEN-007,01/01/2025 14:59:30,67.61,102.98,0.6353,ok
SEN-003,2025-01-05 14:15:56,69.39,99.32,0.5362,ok
SEN-025,01/13/2025 03:31:11,55.48,103.66,0.4592,ok
SEN-019,2025-01-09 07:43:42,73.82,105.96,0.4148,ok
SEN-014,2025-01-08 16:30:47,67.43,98.62,0.5741,ok
SEN-025,2025-01-03 11:30:24,57.78,101.46,0.3797,ok
SEN-013,2025-01-14 13:45:30,74.43,103.8,0.6374,ok 
SEN-013,2025-01-04 02:59:48,69.15,101.87,0.5017,ok
SEN-022,2025-01-10 19:45:25,69.41,96.21,0.4008,ok
SEN-022,2025-01-14T14:28:52,72.84,95.07,0.332,ok
SEN-020,05-01-2025 17:46:20,64.6,104.01,0.4506,ok
SEN-006,01/13/2025 18:59:47,68.8,104.4,0.5677,ok
SEN-011,2025-01-12 16:44:19,67.84,99.31,0.6148,ok
SEN-004,2025-01-02 00:14:22,63.7,96.8,0.5878,ok
SEN-011,2025-01-12 04:14:27,68.0,96.87,0.5689,OK
SEN-022,2025-01-02 10:31:18,71.17,95.3,0.4047,ok
SEN-005,2025-01-11 18:13:39,69.26,102.48,0.5053,ok
SEN-022,2025-01-10 17:15:42,71.33,97.03,0.2629,ok
SEN-011,2025-01-13T01:30:25,69.28,100.17,0.5991,ok
SEN-010,11-01-2025 17:30:16,52.57,94.88,0.4138,ok
SEN-021,2025-01-13 18:30:17,56.01,101.72,0.4702,ok
SEN-008,01/06/2025 13:30:48,72.08,96.33,0.4538,ok
SEN-002,2025-01-10 08:28:31,63.54,97.14,0.5029,ok
SEN-025,2025-01-14T19:15:11,54.79,102.8,0.5622,ok
SEN-001,2025-01-05 07:29:41,65.63,100.82,0.4798,ok
SEN-015,2025-01-08 16:44:37,56.61,103.06,0.5961,ok
SEN-001,2025-01-01 07:45:59,66.16,102.51,0.532,ok
SEN-010,2025-01-04 14:14:17,56.83,96.51,0.4621,ok
SEN-024,2025-01-12 17:16:00,73.11,97.34,0.418,ok
SEN-008,2025-01-02 12:45:21,71.08,98.19,0.49,ok
SEN-004,2025-01-09T14:31:21,67.44,97.97,0.6348,ok
SEN-018,2025-01-08 19:46:24,64.39,94.84,0.5119,ok
SEN-008,2025-01-06 12:58:57,73.47,97.83,0.5174,ok
SEN-020,2025-01-13 10:28:41,66.95,105.32,0.4711,ok
SEN-015,2025-01-06 16:29:37,58.69,102.74,0.626,ok
SEN-008,03-01-2025 05:28:32,67.34,96.65,0.4694,ok
SEN-025,14-01-2025 20:00:59,54.25,102.46,0.3849,ok
SEN-001,2025-01-08 12:30:52+00:00,66.04,102.11,0.5606,ok
SEN-018,2025-01-08T11:45:27,71.0,96.21,0.566,OK
SEN-021,2025-01-03 01:58:48,54.09,102.6,0.5669,ok
SEN-024,2025-01-12T15:29:13,73.51,97.86,0.4208,warning
SEN-023,2025-01-14T18:59:18,54.08,94.57,0.433,ok
SEN-003,2025-01-06 01:45:23,67.26,98.21,0.6104,ok
SEN-007,2025-01-09 09:45:44,68.01,102.83,0.6,ok
SEN-025,2025-01-05 19:00:24,54.84,102.02,0.3717,ok
SEN-024,2025-01-01 07:30:22,74.9,97.38,0.4027,ok
SEN-003,2025-01-06 19:13:53,68.48,97.27,0.5596,ok
SEN-023,2025-01-03 21:45:50,53.95,95.58,0.443,ok
SEN-003,2025-01-04 13:59:46,71.08,96.75,0.5614,ok
SEN-016,01/14/2025 16:30:53,69.62,102.04,0.5319,ok
SEN-021,2025-01-12 02:13:38,53.09,102.31,0.5719,ok
SEN-008,01/12/2025 02:16:18,68.55,96.09,0.4099,ok
SEN-010,2025-01-01 14:30:53,55.82,95.82,0.4644,ok
SEN-008,2025-01-11 06:29:56,70.86,96.43,0.4374,ok
SEN-015,2025-01-08 16:28:52,56.62,101.32,0.5614,ok
SEN-018,07-01-2025 16:16:28,69.07,95.48,0.6024,ok
SEN-020,2025-01-04 04:30:33,62.94,103.95,0.3514,ok
SEN-019,06-01-2025 16:58:55,75.52,105.77,0.3794,ok
SEN-011,2025-01-11 05:44:08,67.27,99.65,0.6146,ok
SEN-009,2025-01-10 12:43:42,69.35,96.19,0.4672,ok
SEN-019,2025-01-06 18:46:30,73.45,103.85,0.4233,ok
SEN-001,2025-01-11 01:31:11,60.93,101.31,0.4791,ok
SEN-010,2025-01-09 06:59:37+00:00,55.09,95.71,0.4882,ok
SEN-013,2025-01-14 20:44:14,69.28,102.38,0.5626,ok
SEN-013,2025-01-07 04:15:22,70.29,101.66,0.5417,ok
SEN-011,2025-01-12 02:15:11+00:00,,100.14,0.6081,ok
SEN-020,2025-01-01 16:00:52+00:00,66.25,105.55,0.4413,ok
SEN-011,2025-01-04 20:14:21,67.43,99.58,0.5745,ok
SEN-025,04-01-2025 00:59:32,53.02,102.66,0.4576,ok
SEN-016,2025-01-14 01:13:30,66.01,102.37,0.4894,ok
SEN-023,2025-01-12 12:43:59,56.75,96.76,0.4585,ok
SEN-009,2025-01-01T21:58:55,63.84,97.58,0.4318,ok
SEN-022,2025-01-04 22:31:17,67.64,95.38,0.366,ok
SEN-021,13-01-2025 13:00:39,58.77,102.39,0.6372,ok
SEN-020,14-01-2025 04:31:08,64.09,103.73,0.4754,ok
SEN-003,2025-01-08 05:28:34,67.3,96.33,0.625,ok
SEN-009,2025-01-04 14:44:39,67.84,96.04,0.4667,ok
SEN-003,2025-01-07T01:16:11,66.57,99.0,0.5553,ok
SEN-023,2025-01-01 18:13:42,54.78,96.13,0.4912,ok
SEN-015,2025-01-11 15:30:34,58.55,103.1,0.5925,ok
SEN-024,13-01-2025 03:59:21,70.52,97.83,0.3512,ok
SEN-007,2025-01-08 23:45:25,65.42,103.39,0.4916,ok
SEN-005,2025-01-02 07:30:57+00:00,70.71,104.72,0.5769,ok
SEN-007,2025-01-07 00:46:19,64.21,104.08,0.6225,ok
SEN-002,2025-01-08 23:14:23,61.84,96.66,0.5065,ok
SEN-017,2025-01-02 11:14:00,70.08,101.66,0.5721,ok
SEN-009,2025-01-07 11:15:16+00:00,68.85,97.99,0.3977,ok
SEN-005,2025-01-13 12:45:55,74.6,102.42,0.4854,ok
SEN-011,2025-01-12 06:59:17,70.97,99.13,0.5717,ok
SEN-014,2025-01-02T23:30:58,65.78,99.08,0.5936,ok
SEN-009,2025-01-13 21:15:14,64.78,96.79,0.531,ok
SEN-013,2025-01-02 00:44:14,72.03,102.66,0.6327,ok
SEN-007,2025-01-14 11:15:43+00:00,70.12,103.17,0.694,ok
SEN-006,2025-01-11 15:15:15,70.39,104.66,0.4761,ok
SEN-007,2025-01-08 03:46:02,65.85,103.83,0.5458,ok
SEN-025,2025-01-03 04:59:08,55.38,104.39,0.3787,ok
SEN-001,2025-01-03T15:30:04,66.26,102.33,0.5367,ok
SEN-013,06-01-2025 05:29:16,70.64,101.81,0.5296,ok
SEN-013,2025-01-04 02:00:29+00:00,69.81,102.96,0.518,ok
SEN-017,2025-01-05T12:46:02,69.4,101.69,0.5472,ok
SEN-023,2025-01-08 20:15:36,53.79,96.81,0.4345,ok
SEN-008,2025-01-07 15:00:34,70.61,97.22,0.4081,ok
SEN-025,01/02/2025 07:14:30,57.78,102.77,0.4609,ok
SEN-008,2025-01-03 04:16:10+00:00,67.14,95.43,0.4482,ok
SEN-012,2025-01-13 16:28:50,74.01,102.1,0.5304,ok
SEN-023,2025-01-11T16:14:35,56.11,95.75,0.4504,ok
SEN-018,08-01-2025 01:29:26,63.72,95.31,0.694,ok
SEN-023,2025-01-14 12:01:01,59.14,96.18,0.4294,ok
SEN-010,2025-01-03 08:28:30,54.31,95.74,0.4105,ok
SEN-021,2025-01-10T16:28:43,56.26,101.68,0.5507,ok
SEN-023,01/04/2025 06:14:28,55.42,94.29,0.4253,ok
SEN-015,2025-01-02T04:44:40,57.23,101.23,0.5879,ok
SEN-021,09-01-2025 03:00:09,54.38,102.32,0.5198,ok
SEN-001,2025-01-10 16:14:37,66.02,103.35,0.6152,ok
SEN-020,2025-01-11 22:44:47,63.63,104.25,0.3719,ok
SEN-022,03-01-2025 23:30:40,67.17,96.04,0.4377,ok
SEN-001,2025-01-08T21:14:40,62.63,101.67,0.5099,ok
SEN-023,05-01-2025 13:29:28,56.83,95.39,0.4449,ok
SEN-022,2025-01-01 06:59:53,72.83,95.4,0.4511,ok
SEN-003,2025-01-05T14:28:59,69.46,96.67,0.6159,ok
SEN-021,2025-01-01 22:46:04,52.33,101.96,0.6538,ok
SEN-017,2025-01-04 19:29:54,66.27,100.47,0.5186,ok
SEN-011,2025-01-03 07:13:56,68.94,97.97,0.5621,ok
SEN-001,2025-01-09 20:00:50,64.49,102.17,0.6046,ok
SEN-021,2025-01-04T15:30:17,55.57,103.01,0.5901,ok
SEN-008,2025-01-07 02:28:40,66.75,97.68,0.4345,ok
SEN-018,2025-01-11T10:15:54,70.45,95.98,0.6404,ok
SEN-013,2025-01-11 18:28:36,70.18,102.17,0.5733,ok
SEN-023,2025-01-08 16:29:45,54.89,97.66,0.4188,ok
SEN-009,2025-01-09 13:44:40,67.07,97.18,0.4529,ok
SEN-024,01/04/2025 15:16:07,73.49,98.2,0.4234, ok
SEN-004,01/13/2025 23:01:27,65.43,95.87,0.5839,ok
SEN-006,2025-01-09 20:01:13+00:00,69.44,102.47,0.5511,ok
SEN-010,2025-01-05 11:45:23,56.23,94.63,0.5435,ok
SEN-024,2025-01-14 11:00:24,75.78,97.36,0.4603,ok
SEN-019,01/05/2025 06:14:44,74.87,103.49,0.2908,ok
SEN-005,2025-01-01T09:13:35,71.9,102.76,0.536,ok
SEN-002,2025-01-07 03:13:49,60.11,96.23,0.5603,ok
SEN-008,01/11/2025 22:44:53,69.36,96.89,0.4912,ok
SEN-008,2025-01-04 02:46:26+00:00,67.53,95.41,0.4938,ok
SEN-001,2025-01-10 01:15:00,62.18,102.55,0.5599,ok
SEN-022,2025-01-13 00:28:53,68.89,94.6,0.4565,ok
SEN-009,2025-01-11 04:45:59+00:00,65.58,97.95,0.5275,ok
SEN-006,2025-01-13 07:01:08,70.15,103.93,0.5485,ok
SEN-011,01/14/2025 11:30:43,71.13,98.23,0.5877,ok
